path	chapter	relevance	use_case	action
plots/qa/embeddings/double_stars_pixels/16d_phase3_20260216/umap_standard/umap_exploration/01_umap_density_hexbin.png	Chapter 5	Medium	Representation geometry and cluster behavior	Promote selected panels
plots/qa/embeddings/double_stars_pixels/16d_phase3_20260216/umap_standard/umap_exploration/02_umap_feature_color_panels.png	Chapter 5	Medium	Representation geometry and cluster behavior	Promote selected panels
plots/qa/embeddings/double_stars_pixels/16d_phase3_20260216/umap_standard/umap_exploration/03_umap_top_fields_overlay.png	Chapter 5	Medium	Representation geometry and cluster behavior	Promote selected panels
plots/qa/embeddings/double_stars_pixels/16d_phase3_20260216/umap_standard/umap_exploration/04_umap_dbscan_clusters.png	Chapter 5	Medium	Representation geometry and cluster behavior	Promote selected panels
plots/qa/embeddings/double_stars_pixels/16d_phase3_20260216/umap_standard/umap_exploration/05_cluster_feature_heatmap.png	Chapter 5	Medium	Representation geometry and cluster behavior	Promote selected panels
plots/qa/embeddings/double_stars_pixels/16d_phase3_20260216/umap_standard/umap_exploration/06_feature_knn_smoothness.png	Chapter 5	Medium	Representation geometry and cluster behavior	Promote selected panels
plots/qa/embeddings/double_stars_pixels/16d_phase3_20260216/umap_standard/umap_exploration/07_dbscan_eps_sensitivity.png	Chapter 5	Medium	Representation geometry and cluster behavior	Promote selected panels
plots/qa/embeddings/double_stars_8d_morph/umap_standard/01_umap_morphology_panels.png	Chapter 5	Medium	Representation geometry and cluster behavior	Promote selected panels
plots/qa/embeddings/double_stars_8d_morph/umap_standard/extremes_stamps/morph_asym_180_low5_high5_stamps.png	Chapter 5	Medium	Representation geometry and cluster behavior	Promote selected panels
plots/qa/embeddings/double_stars_8d_morph/umap_standard/extremes_stamps/morph_mirror_asym_lr_low5_high5_stamps.png	Chapter 5	Medium	Representation geometry and cluster behavior	Promote selected panels
plots/qa/embeddings/double_stars_8d_morph/umap_standard/extremes_stamps/morph_concentration_r80r20_low5_high5_stamps.png	Chapter 5	Medium	Representation geometry and cluster behavior	Promote selected panels
plots/qa/embeddings/double_stars_8d_morph/umap_standard/extremes_stamps/morph_ellipticity_e2_low5_high5_stamps.png	Chapter 5	Medium	Representation geometry and cluster behavior	Promote selected panels
plots/qa/embeddings/double_stars_8d_morph/umap_standard/extremes_stamps/morph_peakedness_kurtosis_low5_high5_stamps.png	Chapter 5	Medium	Representation geometry and cluster behavior	Promote selected panels
plots/qa/embeddings/double_stars_8d_morph/umap_standard/extremes_stamps/morph_roundness_low5_high5_stamps.png	Chapter 5	Medium	Representation geometry and cluster behavior	Promote selected panels
plots/qa/embeddings/double_stars_8d_morph/umap_standard/extremes_stamps/morph_texture_laplacian_low5_high5_stamps.png	Chapter 5	Medium	Representation geometry and cluster behavior	Promote selected panels
plots/qa/embeddings/double_stars_8d_morph/umap_standard/extremes_stamps/morph_gini_low5_high5_stamps.png	Chapter 5	Medium	Representation geometry and cluster behavior	Promote selected panels
plots/qa/embeddings/double_stars_8d_morph/umap_standard/extremes_stamps/morph_m20_low5_high5_stamps.png	Chapter 5	Medium	Representation geometry and cluster behavior	Promote selected panels
plots/qa/embeddings/double_stars_8d_morph/umap_standard/extremes_stamps/morph_smoothness_low5_high5_stamps.png	Chapter 5	Medium	Representation geometry and cluster behavior	Promote selected panels
plots/qa/embeddings/double_stars_8d_morph/umap_standard/extremes_stamps/morph_edge_asym_180_low5_high5_stamps.png	Chapter 5	Medium	Representation geometry and cluster behavior	Promote selected panels
plots/qa/embeddings/umap_stamp_morph_colored/stamp_features_both_umaps_20260217/gaia16d/01_umap_morphology_panels.png	Chapter 5	Medium	Representation geometry and cluster behavior	Promote selected panels
plots/qa/embeddings/umap_stamp_morph_colored/stamp_features_both_umaps_20260217/gaia16d/extremes_stamps/morph_asym_180_low5_high5_stamps.png	Chapter 5	Medium	Representation geometry and cluster behavior	Promote selected panels
plots/qa/embeddings/umap_stamp_morph_colored/stamp_features_both_umaps_20260217/gaia16d/extremes_stamps/morph_mirror_asym_lr_low5_high5_stamps.png	Chapter 5	Medium	Representation geometry and cluster behavior	Promote selected panels
plots/qa/embeddings/umap_stamp_morph_colored/stamp_features_both_umaps_20260217/gaia16d/extremes_stamps/morph_concentration_r80r20_low5_high5_stamps.png	Chapter 5	Medium	Representation geometry and cluster behavior	Promote selected panels
plots/qa/embeddings/umap_stamp_morph_colored/stamp_features_both_umaps_20260217/gaia16d/extremes_stamps/morph_ellipticity_e2_low5_high5_stamps.png	Chapter 5	Medium	Representation geometry and cluster behavior	Promote selected panels
plots/qa/embeddings/umap_stamp_morph_colored/stamp_features_both_umaps_20260217/gaia16d/extremes_stamps/morph_peakedness_kurtosis_low5_high5_stamps.png	Chapter 5	Medium	Representation geometry and cluster behavior	Promote selected panels
plots/qa/embeddings/umap_stamp_morph_colored/stamp_features_both_umaps_20260217/gaia16d/extremes_stamps/morph_roundness_low5_high5_stamps.png	Chapter 5	Medium	Representation geometry and cluster behavior	Promote selected panels
plots/qa/embeddings/umap_stamp_morph_colored/stamp_features_both_umaps_20260217/gaia16d/extremes_stamps/morph_texture_laplacian_low5_high5_stamps.png	Chapter 5	Medium	Representation geometry and cluster behavior	Promote selected panels
plots/qa/embeddings/umap_stamp_morph_colored/stamp_features_both_umaps_20260217/gaia16d/extremes_stamps/morph_gini_low5_high5_stamps.png	Chapter 5	Medium	Representation geometry and cluster behavior	Promote selected panels
plots/qa/embeddings/umap_stamp_morph_colored/stamp_features_both_umaps_20260217/gaia16d/extremes_stamps/morph_m20_low5_high5_stamps.png	Chapter 5	Medium	Representation geometry and cluster behavior	Promote selected panels
plots/qa/embeddings/umap_stamp_morph_colored/stamp_features_both_umaps_20260217/gaia16d/extremes_stamps/morph_smoothness_low5_high5_stamps.png	Chapter 5	Medium	Representation geometry and cluster behavior	Promote selected panels
plots/qa/embeddings/umap_stamp_morph_colored/stamp_features_both_umaps_20260217/gaia16d/extremes_stamps/morph_edge_asym_180_low5_high5_stamps.png	Chapter 5	Medium	Representation geometry and cluster behavior	Promote selected panels
plots/qa/embeddings/umap_stamp_morph_colored/stamp_features_both_umaps_20260217/gaia8d/01_umap_morphology_panels.png	Chapter 5	Medium	Representation geometry and cluster behavior	Promote selected panels
plots/qa/embeddings/umap_stamp_morph_colored/stamp_features_both_umaps_20260217/gaia8d/extremes_stamps/morph_asym_180_low5_high5_stamps.png	Chapter 5	Medium	Representation geometry and cluster behavior	Promote selected panels
plots/qa/embeddings/umap_stamp_morph_colored/stamp_features_both_umaps_20260217/gaia8d/extremes_stamps/morph_mirror_asym_lr_low5_high5_stamps.png	Chapter 5	Medium	Representation geometry and cluster behavior	Promote selected panels
plots/qa/embeddings/umap_stamp_morph_colored/stamp_features_both_umaps_20260217/gaia8d/extremes_stamps/morph_concentration_r80r20_low5_high5_stamps.png	Chapter 5	Medium	Representation geometry and cluster behavior	Promote selected panels
plots/qa/embeddings/umap_stamp_morph_colored/stamp_features_both_umaps_20260217/gaia8d/extremes_stamps/morph_ellipticity_e2_low5_high5_stamps.png	Chapter 5	Medium	Representation geometry and cluster behavior	Promote selected panels
plots/qa/embeddings/umap_stamp_morph_colored/stamp_features_both_umaps_20260217/gaia8d/extremes_stamps/morph_peakedness_kurtosis_low5_high5_stamps.png	Chapter 5	Medium	Representation geometry and cluster behavior	Promote selected panels
plots/qa/embeddings/umap_stamp_morph_colored/stamp_features_both_umaps_20260217/gaia8d/extremes_stamps/morph_roundness_low5_high5_stamps.png	Chapter 5	Medium	Representation geometry and cluster behavior	Promote selected panels
plots/qa/embeddings/umap_stamp_morph_colored/stamp_features_both_umaps_20260217/gaia8d/extremes_stamps/morph_texture_laplacian_low5_high5_stamps.png	Chapter 5	Medium	Representation geometry and cluster behavior	Promote selected panels
plots/qa/embeddings/umap_stamp_morph_colored/stamp_features_both_umaps_20260217/gaia8d/extremes_stamps/morph_gini_low5_high5_stamps.png	Chapter 5	Medium	Representation geometry and cluster behavior	Promote selected panels
plots/qa/embeddings/umap_stamp_morph_colored/stamp_features_both_umaps_20260217/gaia8d/extremes_stamps/morph_m20_low5_high5_stamps.png	Chapter 5	Medium	Representation geometry and cluster behavior	Promote selected panels
plots/qa/embeddings/umap_stamp_morph_colored/stamp_features_both_umaps_20260217/gaia8d/extremes_stamps/morph_smoothness_low5_high5_stamps.png	Chapter 5	Medium	Representation geometry and cluster behavior	Promote selected panels
plots/qa/embeddings/umap_stamp_morph_colored/stamp_features_both_umaps_20260217/gaia8d/extremes_stamps/morph_edge_asym_180_low5_high5_stamps.png	Chapter 5	Medium	Representation geometry and cluster behavior	Promote selected panels
plots/qa/embeddings/double_stars_gaia_16d_all_20260216/01_umap_main_map_density_plus_doubles.png	Chapter 5	Medium	Representation geometry and cluster behavior	Promote selected panels
plots/qa/embeddings/double_stars_gaia_16d_all_20260216/02_umap_local_double_enrichment_k50.png	Chapter 5	Medium	Representation geometry and cluster behavior	Promote selected panels
plots/qa/embeddings/double_stars_gaia_16d_all_20260216/03_umap_doubles_colored_by_wds_dist.png	Chapter 5	Medium	Representation geometry and cluster behavior	Promote selected panels
plots/qa/embeddings/double_stars_gaia_16d_all_20260216/04_umap_double_clusters_dbscan.png	Chapter 5	Medium	Representation geometry and cluster behavior	Promote selected panels
plots/qa/embeddings/double_stars_gaia_16d_all_20260216/05_umap_double_neighborhood_examples.png	Chapter 5	Medium	Representation geometry and cluster behavior	Promote selected panels
plots/qa/embeddings/double_stars_gaia_16d_all_20260216/06_umap_features_colored_panels.png	Chapter 5	Medium	Representation geometry and cluster behavior	Promote selected panels
plots/qa/embeddings/double_stars_gaia_16d_all_20260216/07_umap_color_by_field_tag.png	Chapter 5	Medium	Representation geometry and cluster behavior	Promote selected panels
plots/qa/embeddings/double_stars_gaia_16d_all_20260216/08_umap_cluster_neighbor_map.png	Chapter 5	Medium	Representation geometry and cluster behavior	Promote selected panels
plots/qa/embeddings/double_stars_gaia_16d_all_20260216/09_umap_extra_features_colored_panels.png	Chapter 5	Medium	Representation geometry and cluster behavior	Promote selected panels
plots/qa/model_decision/xgb_true_pred_resid_review_20260217/gaia16d_pixelsflux_latest/stamps_best6_raw_pred_z.png	Appendix	Medium	Project artifact	Review manually if cited
plots/qa/model_decision/xgb_true_pred_resid_review_20260217/gaia16d_pixelsflux_latest/stamps_worst6_raw_pred_z.png	Appendix	Medium	Project artifact	Review manually if cited
plots/qa/model_decision/xgb_true_pred_resid_review_20260217/gaia16d_pixelsflux_latest/stamps_random6_raw_pred_z.png	Appendix	Medium	Project artifact	Review manually if cited
plots/qa/model_decision/xgb_true_pred_resid_review_20260217/gaia16d_pixelsflux_latest/02_mean_maps_true_pred_absresid_raw.png	Appendix	Medium	Project artifact	Review manually if cited
plots/qa/model_decision/xgb_true_pred_resid_review_20260217/gaia16d_pixelsflux_latest/03_examples_resid_raw.png	Appendix	Medium	Project artifact	Review manually if cited
plots/qa/model_decision/xgb_true_pred_resid_review_20260217/gaia8d_examples/outlier_test_0000_idx26363.png	Appendix	Medium	Project artifact	Review manually if cited
plots/qa/model_decision/xgb_true_pred_resid_review_20260217/gaia8d_examples/outlier_test_0001_idx26346.png	Appendix	Medium	Project artifact	Review manually if cited
plots/qa/model_decision/xgb_true_pred_resid_review_20260217/gaia8d_examples/outlier_test_0002_idx22863.png	Appendix	Medium	Project artifact	Review manually if cited
plots/qa/model_decision/xgb_true_pred_resid_review_20260217/gaia8d_examples/outlier_test_0003_idx2190.png	Appendix	Medium	Project artifact	Review manually if cited
plots/qa/model_decision/xgb_true_pred_resid_review_20260217/gaia8d_examples/outlier_test_0004_idx14083.png	Appendix	Medium	Project artifact	Review manually if cited
plots/qa/model_decision/xgb_true_pred_resid_review_20260217/gaia8d_examples/outlier_test_0005_idx26481.png	Appendix	Medium	Project artifact	Review manually if cited
plots/qa/model_decision/xgb_true_pred_resid_review_20260217/gaia8d_examples/outlier_test_0006_idx824.png	Appendix	Medium	Project artifact	Review manually if cited
plots/qa/model_decision/xgb_true_pred_resid_review_20260217/gaia8d_examples/outlier_test_0007_idx26599.png	Appendix	Medium	Project artifact	Review manually if cited
plots/qa/model_decision/xgb_true_pred_resid_review_20260217/gaia8d_examples/outlier_test_0008_idx32998.png	Appendix	Medium	Project artifact	Review manually if cited
plots/qa/model_decision/xgb_true_pred_resid_review_20260217/gaia8d_examples/outlier_test_0009_idx13376.png	Appendix	Medium	Project artifact	Review manually if cited
plots/qa/model_decision/xgb_true_pred_resid_review_20260217/gaia8d_examples/outlier_test_0010_idx8752.png	Appendix	Medium	Project artifact	Review manually if cited
plots/qa/model_decision/xgb_true_pred_resid_review_20260217/gaia8d_examples/outlier_test_0011_idx26500.png	Appendix	Medium	Project artifact	Review manually if cited
plots/qa/model_decision/xgb_true_pred_resid_review_20260217/gaia8d_examples/outlier_test_0012_idx26096.png	Appendix	Medium	Project artifact	Review manually if cited
plots/qa/model_decision/xgb_true_pred_resid_review_20260217/gaia8d_examples/outlier_test_0013_idx22979.png	Appendix	Medium	Project artifact	Review manually if cited
plots/qa/model_decision/xgb_true_pred_resid_review_20260217/gaia8d_examples/outlier_test_0014_idx14444.png	Appendix	Medium	Project artifact	Review manually if cited
plots/qa/model_decision/xgb_true_pred_resid_review_20260217/gaia8d_examples/outlier_test_0015_idx14496.png	Appendix	Medium	Project artifact	Review manually if cited
plots/qa/model_decision/xgb_true_pred_resid_review_20260217/gaia8d_examples/outlier_test_0016_idx22978.png	Appendix	Medium	Project artifact	Review manually if cited
plots/qa/model_decision/xgb_true_pred_resid_review_20260217/gaia8d_examples/outlier_test_0017_idx2658.png	Appendix	Medium	Project artifact	Review manually if cited
plots/qa/model_decision/xgb_true_pred_resid_review_20260217/gaia8d_examples/outlier_test_0018_idx14806.png	Appendix	Medium	Project artifact	Review manually if cited
plots/qa/model_decision/xgb_true_pred_resid_review_20260217/gaia8d_examples/outlier_test_0019_idx3573.png	Appendix	Medium	Project artifact	Review manually if cited
plots/qa/model_decision/xgb_true_pred_resid_review_20260217/gaia8d_examples/outlier_test_0020_idx26525.png	Appendix	Medium	Project artifact	Review manually if cited
plots/qa/model_decision/xgb_true_pred_resid_review_20260217/gaia8d_examples/outlier_test_0021_idx14856.png	Appendix	Medium	Project artifact	Review manually if cited
plots/qa/model_decision/xgb_true_pred_resid_review_20260217/gaia8d_examples/outlier_test_0022_idx23048.png	Appendix	Medium	Project artifact	Review manually if cited
plots/qa/model_decision/xgb_true_pred_resid_review_20260217/gaia8d_examples/outlier_test_0023_idx22560.png	Appendix	Medium	Project artifact	Review manually if cited
plots/qa/model_decision/nn_true_pred_resid_review_20260217/nn_pixelsflux_mlp_v1_20260217_130236/01_chi2nu_hist_test.png	Appendix	Medium	Project artifact	Review manually if cited
plots/qa/model_decision/nn_true_pred_resid_review_20260217/nn_pixelsflux_mlp_v1_20260217_130236/01b_chi2nu_hist_test_log10.png	Appendix	Medium	Project artifact	Review manually if cited
plots/qa/model_decision/nn_true_pred_resid_review_20260217/nn_pixelsflux_mlp_v1_20260217_130236/02_mean_maps_true_pred_absresid_raw.png	Appendix	Medium	Project artifact	Review manually if cited
plots/qa/model_decision/nn_true_pred_resid_review_20260217/nn_pixelsflux_mlp_v1_20260217_130236/03_examples_resid_raw.png	Appendix	Medium	Project artifact	Review manually if cited
plots/qa/model_decision/nn_true_pred_resid_review_20260217/nn_pixelsflux_mlp_v1_20260217_130236/04_feature_importance_permutation_rmse_raw.png	Appendix	Medium	Project artifact	Review manually if cited
plots/qa/model_decision/nn_true_pred_resid_review_20260217/nn_pixelsflux_mlp_v1_20260217_130236/00_training_loss_curves.png	Appendix	Medium	Project artifact	Review manually if cited
plots/qa/model_decision/nn_true_pred_resid_review_20260217/nn_pixelsflux_mlp_v1_20260217_130236/00b_training_rmse_curves.png	Appendix	Medium	Project artifact	Review manually if cited
plots/qa/model_decision/nn_true_pred_resid_review_20260217/nn_pixelsflux_mlp_v1_20260217_130236/08_rows_true_pred_resid_top_outliers.png	Appendix	Medium	Project artifact	Review manually if cited
plots/qa/model_decision/nn_true_pred_resid_review_20260217/nn_pixelsflux_mlp_v1_20260217_130236/07_per_stamp_rmse_hist_raw.png	Appendix	Medium	Project artifact	Review manually if cited
plots/experiments/preliminary_tests/01_match_distance_hist_r0.5.png	Chapter 2	High	Crossmatch and stamp-size uncertainty evidence	Promote
plots/experiments/preliminary_tests/01_match_distance_hist_r1.0.png	Chapter 2	High	Crossmatch and stamp-size uncertainty evidence	Promote
plots/experiments/preliminary_tests/02_euclid_vs_gaia_mag_scatter_r0.5.png	Chapter 2	High	Crossmatch and stamp-size uncertainty evidence	Promote
plots/experiments/preliminary_tests/02_euclid_vs_gaia_mag_scatter_r1.0.png	Chapter 2	High	Crossmatch and stamp-size uncertainty evidence	Promote
plots/experiments/preliminary_tests/03_delta_mag_hist_r0p5.png	Chapter 2	High	Crossmatch and stamp-size uncertainty evidence	Promote
plots/experiments/preliminary_tests/03_delta_mag_hist_r1.0.png	Chapter 2	High	Crossmatch and stamp-size uncertainty evidence	Promote
plots/experiments/preliminary_tests/r0p5_euclid_vs_gaia_mag_hist2d.png	Chapter 2	High	Crossmatch and stamp-size uncertainty evidence	Promote
plots/experiments/preliminary_tests/r1p0_euclid_vs_gaia_mag_hist2d.png	Chapter 2	High	Crossmatch and stamp-size uncertainty evidence	Promote
plots/experiments/stamp_inspection_outputs/residual_stamp2.0arcsec.png	Chapter 2	High	Crossmatch and stamp-size uncertainty evidence	Promote
plots/experiments/stamp_inspection_outputs/residual_stamp3.2arcsec.png	Chapter 2	High	Crossmatch and stamp-size uncertainty evidence	Promote
plots/experiments/stamp_inspection_outputs/stamp_sizes_r0p5.png	Chapter 2	High	Crossmatch and stamp-size uncertainty evidence	Promote
plots/experiments/stamp_inspection_outputs/stamp_sizes_r1p0.png	Chapter 2	High	Crossmatch and stamp-size uncertainty evidence	Promote
output/experiments/first_test_draft/eval/explained_variance_vs_rmse_val.png	Archive	Low	Legacy preliminary outputs	Archive; do not use in final
output/experiments/first_test_draft/eval/feature_importance_agg.png	Archive	Low	Legacy preliminary outputs	Archive; do not use in final
output/experiments/first_test_draft/eval/grid_pred_test.png	Archive	Low	Legacy preliminary outputs	Archive; do not use in final
output/experiments/first_test_draft/eval/grid_resid_test.png	Archive	Low	Legacy preliminary outputs	Archive; do not use in final
output/experiments/first_test_draft/eval/grid_true_test.png	Archive	Low	Legacy preliminary outputs	Archive; do not use in final
output/experiments/first_test_draft/eval/hist_integral_ppm_test.png	Archive	Low	Legacy preliminary outputs	Archive; do not use in final
output/experiments/first_test_draft/eval/hist_pixel_rmse_test.png	Archive	Low	Legacy preliminary outputs	Archive; do not use in final
output/experiments/first_test_draft/eval/mean_resid_test.png	Archive	Low	Legacy preliminary outputs	Archive; do not use in final
output/experiments/first_test_draft/eval/std_resid_test.png	Archive	Low	Legacy preliminary outputs	Archive; do not use in final
output/experiments/first_test_draft/eval/triplets_test.png	Archive	Low	Legacy preliminary outputs	Archive; do not use in final
output/experiments/first_test_draft/plots/explained_variance_vs_rmse_val.png	Archive	Low	Legacy preliminary outputs	Archive; do not use in final
output/experiments/first_test_draft/plots/feature_importance_agg.png	Archive	Low	Legacy preliminary outputs	Archive; do not use in final
output/experiments/first_test_draft/plots/grid_pred_test.png	Archive	Low	Legacy preliminary outputs	Archive; do not use in final
output/experiments/first_test_draft/plots/grid_resid_test.png	Archive	Low	Legacy preliminary outputs	Archive; do not use in final
output/experiments/first_test_draft/plots/grid_true_test.png	Archive	Low	Legacy preliminary outputs	Archive; do not use in final
output/experiments/first_test_draft/plots/hist_integral_ppm_test.png	Archive	Low	Legacy preliminary outputs	Archive; do not use in final
output/experiments/first_test_draft/plots/hist_pixel_rmse_test.png	Archive	Low	Legacy preliminary outputs	Archive; do not use in final
output/experiments/first_test_draft/plots/mean_resid_test.png	Archive	Low	Legacy preliminary outputs	Archive; do not use in final
output/experiments/first_test_draft/plots/std_resid_test.png	Archive	Low	Legacy preliminary outputs	Archive; do not use in final
output/ml_runs/ml_xgb_8d/C:\Users\HP\Documents\Internship\CAMBRIDGE 2026\Codes\plots\ml_runs\ml_xgb_8d/snr_diagnostics/01_snr_vs_feature_02_feat_ruwe.png	Appendix	Medium	Project artifact	Review manually if cited
output/ml_runs/ml_xgb_8d/C:\Users\HP\Documents\Internship\CAMBRIDGE 2026\Codes\plots\ml_runs\ml_xgb_8d/snr_diagnostics/01_snr_vs_feature_03_feat_astrometric_excess_noise.png	Appendix	Medium	Project artifact	Review manually if cited
output/ml_runs/ml_xgb_8d/C:\Users\HP\Documents\Internship\CAMBRIDGE 2026\Codes\plots\ml_runs\ml_xgb_8d/snr_diagnostics/01_snr_vs_feature_04_feat_parallax_over_error.png	Appendix	Medium	Project artifact	Review manually if cited
output/ml_runs/ml_xgb_8d/C:\Users\HP\Documents\Internship\CAMBRIDGE 2026\Codes\plots\ml_runs\ml_xgb_8d/snr_diagnostics/01_snr_vs_feature_05_feat_visibility_periods_used.png	Appendix	Medium	Project artifact	Review manually if cited
output/ml_runs/ml_xgb_8d/C:\Users\HP\Documents\Internship\CAMBRIDGE 2026\Codes\plots\ml_runs\ml_xgb_8d/snr_diagnostics/01_snr_vs_feature_06_feat_ipd_frac_multi_peak.png	Appendix	Medium	Project artifact	Review manually if cited
output/ml_runs/ml_xgb_8d/C:\Users\HP\Documents\Internship\CAMBRIDGE 2026\Codes\plots\ml_runs\ml_xgb_8d/snr_diagnostics/01_snr_vs_feature_07_feat_c_star.png	Appendix	Medium	Project artifact	Review manually if cited
output/ml_runs/ml_xgb_8d/C:\Users\HP\Documents\Internship\CAMBRIDGE 2026\Codes\plots\ml_runs\ml_xgb_8d/snr_diagnostics/01_snr_vs_feature_08_feat_pm_significance.png	Appendix	Medium	Project artifact	Review manually if cited
output/ml_runs/ml_xgb_8d/C:\Users\HP\Documents\Internship\CAMBRIDGE 2026\Codes\plots\ml_runs\ml_xgb_8d/snr_diagnostics/00_snr_vs_feature_spearman_bar.png	Appendix	Medium	Project artifact	Review manually if cited
output/ml_runs/xgb_aug_10d/eval/plots/01_grid_pred.png	Chapter 3-4	High	Reconstruction backbone and ablation/model comparison	Promote
output/ml_runs/xgb_aug_10d/eval/plots/01_grid_resid.png	Chapter 3-4	High	Reconstruction backbone and ablation/model comparison	Promote
output/ml_runs/xgb_aug_10d/eval/plots/01_grid_true.png	Chapter 3-4	High	Reconstruction backbone and ablation/model comparison	Promote
output/ml_runs/xgb_aug_10d/eval/plots/02_triplets_best.png	Chapter 3-4	High	Reconstruction backbone and ablation/model comparison	Promote
output/ml_runs/xgb_aug_10d/eval/plots/02_triplets_worst.png	Chapter 3-4	High	Reconstruction backbone and ablation/model comparison	Promote
output/ml_runs/xgb_aug_10d/eval/plots/03_residual_maps_mean_std.png	Chapter 3-4	High	Reconstruction backbone and ablation/model comparison	Promote
output/ml_runs/xgb_aug_10d/eval/plots/04_rmse_distribution.png	Chapter 3-4	High	Reconstruction backbone and ablation/model comparison	Promote
output/ml_runs/xgb_aug_10d/eval/plots/05_flux_consistency.png	Chapter 3-4	High	Reconstruction backbone and ablation/model comparison	Promote
output/ml_runs/xgb_aug_10d/eval/plots/06_size_ellipticity.png	Chapter 3-4	High	Reconstruction backbone and ablation/model comparison	Promote
output/ml_runs/xgb_aug_10d/eval/plots/07_radial_profiles.png	Chapter 3-4	High	Reconstruction backbone and ablation/model comparison	Promote
output/ml_runs/xgb_aug_10d/eval/plots/08_outlier_gallery.png	Chapter 3-4	High	Reconstruction backbone and ablation/model comparison	Promote
output/ml_runs/xgb_aug_10d/eval/plots/09_feature_importance_gain.png	Chapter 3-4	High	Reconstruction backbone and ablation/model comparison	Promote
output/ml_runs/xgb_aug_10d/plots/explained_variance_vs_rmse_val.png	Chapter 3-4	High	Reconstruction backbone and ablation/model comparison	Promote
output/ml_runs/xgb_aug_10d/plots/rmse_per_component_val.png	Chapter 3-4	High	Reconstruction backbone and ablation/model comparison	Promote
output/ml_runs/xgb_aug_8d/eval/plots/01_grid_pred.png	Chapter 3-4	High	Reconstruction backbone and ablation/model comparison	Promote
output/ml_runs/xgb_aug_8d/eval/plots/01_grid_resid.png	Chapter 3-4	High	Reconstruction backbone and ablation/model comparison	Promote
output/ml_runs/xgb_aug_8d/eval/plots/01_grid_true.png	Chapter 3-4	High	Reconstruction backbone and ablation/model comparison	Promote
output/ml_runs/xgb_aug_8d/eval/plots/02_triplets_best.png	Chapter 3-4	High	Reconstruction backbone and ablation/model comparison	Promote
output/ml_runs/xgb_aug_8d/eval/plots/02_triplets_worst.png	Chapter 3-4	High	Reconstruction backbone and ablation/model comparison	Promote
output/ml_runs/xgb_aug_8d/eval/plots/03_residual_maps_mean_std.png	Chapter 3-4	High	Reconstruction backbone and ablation/model comparison	Promote
output/ml_runs/xgb_aug_8d/eval/plots/04_rmse_distribution.png	Chapter 3-4	High	Reconstruction backbone and ablation/model comparison	Promote
output/ml_runs/xgb_aug_8d/eval/plots/05_flux_consistency.png	Chapter 3-4	High	Reconstruction backbone and ablation/model comparison	Promote
output/ml_runs/xgb_aug_8d/eval/plots/06_size_ellipticity.png	Chapter 3-4	High	Reconstruction backbone and ablation/model comparison	Promote
output/ml_runs/xgb_aug_8d/eval/plots/07_radial_profiles.png	Chapter 3-4	High	Reconstruction backbone and ablation/model comparison	Promote
output/ml_runs/xgb_aug_8d/eval/plots/08_outlier_gallery.png	Chapter 3-4	High	Reconstruction backbone and ablation/model comparison	Promote
output/ml_runs/xgb_aug_8d/eval/plots/09_feature_importance_gain.png	Chapter 3-4	High	Reconstruction backbone and ablation/model comparison	Promote
output/ml_runs/xgb_aug_8d/plots/explained_variance_vs_rmse_val.png	Chapter 3-4	High	Reconstruction backbone and ablation/model comparison	Promote
output/ml_runs/xgb_aug_8d/plots/rmse_per_component_val.png	Chapter 3-4	High	Reconstruction backbone and ablation/model comparison	Promote
output/ml_runs/xgb_noaug_10d/plots/explained_variance_vs_rmse_val.png	Chapter 3-4	High	Reconstruction backbone and ablation/model comparison	Promote
output/ml_runs/xgb_noaug_10d/plots/rmse_per_component_val.png	Chapter 3-4	High	Reconstruction backbone and ablation/model comparison	Promote
output/ml_runs/xgb_noaug_8d/plots/explained_variance_vs_rmse_val.png	Chapter 3-4	High	Reconstruction backbone and ablation/model comparison	Promote
output/ml_runs/xgb_noaug_8d/plots/rmse_per_component_val.png	Chapter 3-4	High	Reconstruction backbone and ablation/model comparison	Promote
output/ml_runs/vae/cvae_shape_16d_phase3_z32_w2_fb000_b01_w05/live_training_diagnostics.png	Chapter 4-5 / Appendix	Medium	Exploratory cVAE diagnostics	Keep exploratory framing
report/model_decision/20260217_psf_split_experiment/moe_softmix_stamps_best_true_pred_z.png	Chapter 4	Medium	MoE qualitative examples	Use with quantitative table only
report/model_decision/20260217_psf_split_experiment/moe_softmix_stamps_worst_true_pred_z.png	Chapter 4	Medium	MoE qualitative examples	Use with quantitative table only
report/model_decision/20260217_psf_split_experiment/moe_softmix_stamps_random_true_pred_z.png	Chapter 4	Medium	MoE qualitative examples	Use with quantitative table only
report/model_decision/20260220_psf_score_calibration/plots/loss_curve.png	Chapter 4 / Appendix	Medium	Gate calibration and auxiliary classification diagnostics	Select if used in morphology-aware chapter
report/model_decision/20260220_psf_score_calibration/plots/weights_comparison_bar.png	Chapter 4 / Appendix	Medium	Gate calibration and auxiliary classification diagnostics	Select if used in morphology-aware chapter
report/model_decision/20260220_psf_score_calibration/plots/roc_test.png	Chapter 4 / Appendix	Medium	Gate calibration and auxiliary classification diagnostics	Select if used in morphology-aware chapter
report/model_decision/20260220_psf_score_calibration/plots/pr_test.png	Chapter 4 / Appendix	Medium	Gate calibration and auxiliary classification diagnostics	Select if used in morphology-aware chapter
